p93;i_6_p9;i_2_p9;p4;p1;p3;p5;region;p7;p92;p84;p91;p96;p10;p8;p81;p83;folio_encuesta;fecha;diferencia_edad_pareja;anios_convivencia_aprox
1;6;6;63;2;2;15;2;1;1;1980;65;2;3;4;1;1;2101701;2022-09-30;-2;
1;6;5;43;2;2;11;2;1;1;2006;43;1;4;3;1;1;2101704;2022-09-30;0;
3;7;5;35;2;2;7;2;2;3;2015;36;;4;3;1;1;2101706;2022-10-04;-1;
1;3;5;44;2;2;11;2;2;6;2014;45;1;3;3;1;1;2101709;2022-10-04;-1;
1;7;6;40;2;2;10;2;8;6;2000;42;1;3;3;1;1;2101803;2022-09-12;-2;
3;6;6;74;1;1;9;2;1;3;1968;74;1;2;3;1;1;2101805;2022-09-12;0;
3;7;6;42;1;1;7;2;1;3;2019;41;1;5;4;1;1;2101806;2022-09-12;1;
1;6;5;41;2;2;9;2;8;6;2009;38;1;3;4;1;1;2101810;2022-10-20;3;
2;5;7;52;2;2;7;2;8;2;2020;68;1;4;4;1;1;2101901;2022-09-28;-16;
2;7;7;52;2;2;7;2;2;2;2020;61;1;4;4;1;1;2101903;2022-09-28;-9;
2;7;6;27;2;2;9;2;8;2;2014;27;1;5;4;1;1;2101904;2022-09-29;0;
2;6;6;25;2;2;9;2;2;2;2020;27;1;4;4;1;1;2101905;2022-09-29;-2;
3;1;2;21;2;2;12;2;2;3;2019;20;1;3;5;1;1;2101908;2022-10-04;1;
3;7;6;48;2;2;9;2;1;2;1992;55;1;4;4;1;1;2102001;2022-08-23;-7;
1;7;7;36;2;2;10;2;1;6;2008;36;1;4;4;1;1;2102002;2022-09-15;0;
1;7;5;38;2;2;9;2;2;1;2009;41;1;3;4;1;1;2102005;2022-09-07;-3;
3;7;7;26;2;2;9;2;3;3;2016;24;1;5;4;1;1;2102006;2022-09-07;2;
1;5;5;35;2;2;9;2;1;6;2003;37;1;4;4;1;1;2102008;2022-09-14;-2;
2;7;5;46;2;2;9;2;1;2;1997;51;1;3;2;1;1;2102010;2022-08-25;-5;
3;5;5;36;1;1;11;2;1;3;2017;27;1;4;4;1;1;2102101;2022-09-19;9;
3;6;5;28;1;1;13;2;8;5;2021;26;1;5;4;1;1;2102103;2022-09-19;2;
3;6;6;38;1;1;13;2;1;;2018;38;1;5;5;1;1;2102110;2022-09-19;0;
3;7;4;65;1;1;15;2;1;2;1988;58;1;4;4;1;1;2102201;2022-09-07;7;
2;5;6;28;1;1;15;2;2;1;2012;28;1;5;4;1;1;2102301;2022-10-07;0;
1;5;6;63;2;2;8;2;1;6;1994;62;1;4;4;1;1;2102302;2022-10-13;1;
3;7;7;28;2;2;9;2;1;2;2009;31;1;3;5;1;1;2102303;2022-10-14;-3;
1;6;5;49;2;2;7;2;1;1;1988;49;1;3;3;1;1;2102305;2022-10-23;0;
2;7;2;28;2;2;12;2;2;1;2019;28;1;5;3;1;1;2102307;2022-10-24;0;
2;4;5;34;2;2;9;2;2;2;2010;40;2;4;4;1;1;2102501;2022-10-05;-6;
3;5;6;75;2;2;7;2;1;3;1969;76;2;4;4;1;1;2102502;2022-10-06;-1;
2;7;5;31;2;2;14;2;2;2;2019;36;1;4;4;1;1;2102503;2022-10-12;-5;
3;4;7;66;1;1;9;2;1;1;1980;57;1;4;3;1;1;2102601;2022-08-09;9;
3;3;6;66;1;1;11;2;1;4;1971;67;2;3;4;1;1;2102602;2022-08-17;-1;
3;7;5;57;2;2;11;2;7;4;2017;57;1;5;4;1;1;2102603;2022-08-17;0;
1;4;4;39;2;2;9;2;8;2;1990;50;1;4;4;1;1;2102701;2022-11-01;-11;
1;6;6;45;2;2;8;2;1;6;1990;50;1;5;4;1;1;2102901;2022-10-29;-5;
3;7;7;37;1;1;9;2;1;2;2008;34;1;4;4;1;1;2103001;2022-08-23;3;
3;4;1;34;2;2;9;2;1;4;2015;35;1;4;3;1;1;2103003;2022-08-23;-1;
3;6;6;65;2;2;9;2;2;3;1990;62;2;4;4;1;1;2103004;2022-08-23;3;
3;6;6;31;2;2;9;2;2;3;2019;39;1;3;3;1;1;2103102;2022-09-13;-8;
1;5;5;56;2;2;10;2;2;2;2011;70;2;4;3;1;1;2103104;2022-09-13;-14;
1;7;7;20;2;2;12;2;2;6;2020;20;1;4;4;1;1;2103303;2022-09-15;0;
3;7;7;34;2;2;11;2;1;3;2016;41;1;4;4;1;1;2103305;2022-09-13;-7;
1;7;7;30;1;1;13;2;8;5;2022;32;1;4;4;1;1;2103306;2022-09-15;-2;
3;7;6;70;1;1;8;2;1;4;1975;67;1;4;3;1;1;2103401;2022-08-18;3;
3;4;4;35;2;2;9;2;8;4;2020;25;;5;4;1;1;2103501;2022-10-13;10;
2;5;4;38;2;2;13;2;1;2;2007;37;1;4;4;1;1;2103502;2022-10-14;1;
3;6;6;44;1;1;9;2;2;3;2022;46;1;4;5;1;1;2103504;2022-10-14;-2;
3;3;7;31;2;2;9;2;8;5;2020;38;1;3;5;1;1;2103508;2022-10-09;-7;
2;7;7;41;2;2;8;2;8;2;2017;43;1;4;4;1;1;2103902;2022-09-06;-2;
1;5;7;42;2;2;10;2;1;6;2010;49;1;4;4;1;1;2103903;2022-09-14;-7;
3;7;7;47;2;2;10;2;2;3;2014;60;1;4;4;1;1;2103904;2022-09-14;-13;
2;6;5;48;2;2;9;2;1;2;1998;52;1;3;3;1;1;2103906;2022-09-07;-4;
1;7;7;54;2;2;9;2;1;6;1988;58;1;4;5;1;1;2103908;2022-09-07;-4;
2;7;7;37;2;2;10;2;6;3;2015;35;1;4;4;1;1;2104402;2022-09-22;2;
2;7;7;21;2;2;13;2;2;2;2022;27;1;3;4;1;1;2104404;2022-10-02;-6;
3;7;5;27;1;1;11;2;8;5;2022;21;1;4;4;1;1;2104405;2022-10-02;6;
3;6;7;30;2;2;9;2;8;2;2017;25;1;3;3;1;1;2104410;2022-11-07;5;
3;6;5;50;1;1;11;2;1;4;1992;53;1;4;4;1;1;2104510;2022-10-07;-3;
1;5;6;30;2;2;10;2;8;6;2013;40;2;3;3;1;1;2104601;2022-09-26;-10;
3;7;7;21;2;2;9;2;8;4;2020;22;1;5;5;1;1;2104603;2022-09-27;-1;
3;4;6;63;2;2;9;2;2;1;1991;60;1;3;3;1;1;2104605;2022-10-07;3;
1;5;6;41;2;2;11;2;8;1;2016;52;1;3;4;1;1;2104606;2022-10-04;-11;
3;3;5;54;2;2;11;2;1;3;1992;50;1;3;4;1;1;2104607;2022-10-07;4;
3;5;6;32;1;1;9;2;2;4;2015;31;1;4;4;1;1;2104608;2022-10-08;1;
1;7;1;31;2;2;10;2;1;6;2010;39;1;2;4;1;1;2104609;2022-10-08;-8;
1;7;6;46;2;2;9;2;6;2;2014;47;1;4;4;1;1;2104701;2022-11-20;-1;
3;7;6;37;2;2;10;2;1;2;2009;38;1;4;4;1;1;2104703;2022-11-20;-1;
1;5;5;62;2;2;9;2;1;6;1960;62;2;3;4;1;1;2104705;2022-11-19;0;
3;5;5;54;1;1;8;2;1;3;2020;54;1;3;3;1;1;2104902;2022-09-09;0;
1;6;5;74;2;2;15;2;1;6;1967;73;1;4;4;1;1;2104904;2022-09-09;1;
3;5;4;37;2;2;9;2;8;1;2016;28;1;4;4;1;1;2105001;2022-10-20;9;
3;5;4;27;1;1;7;2;8;5;2016;36;1;4;4;1;1;2105002;2022-10-20;-9;
1;4;5;36;2;2;6;2;8;4;2019;44;1;4;4;1;1;2105003;2022-10-21;-8;
3;6;4;44;1;2;9;2;8;4;2019;36;1;4;4;1;1;2105004;2022-10-23;8;
3;5;4;36;1;1;9;2;2;1;2005;30;1;4;3;1;1;2105007;2022-10-26;6;
1;6;6;51;2;2;7;2;8;6;2001;54;1;4;4;1;1;2105101;2022-11-17;-3;
3;4;6;48;2;2;9;2;2;4;2009;37;1;3;3;1;1;2105102;2022-11-18;11;
3;5;6;29;1;1;8;2;1;3;2019;28;1;5;4;1;1;2105110;2022-11-17;1;
3;4;5;30;1;1;11;2;1;4;2018;28;1;4;4;1;1;2105201;2022-08-23;2;
3;6;6;47;1;1;12;2;2;4;2014;28;1;4;4;1;1;2105203;2022-08-25;19;
3;5;5;56;2;2;9;2;1;3;1990;60;1;4;4;1;1;2105205;2022-08-25;-4;
2;6;7;67;1;1;8;2;5;4;2017;52;1;4;3;1;1;2105301;2022-11-14;15;
3;7;7;30;1;1;7;2;2;2;2014;27;1;4;4;1;1;2105304;2022-11-14;3;
3;4;4;32;2;2;8;2;1;3;2007;32;1;4;3;1;1;2105305;2022-11-14;0;
3;2;6;24;2;2;9;2;8;3;2018;24;1;4;4;1;1;2105308;2022-11-14;0;
3;7;7;34;2;2;9;2;1;1;2016;32;1;3;4;1;1;2105309;2022-11-14;2;
1;2;5;23;2;2;9;2;2;6;2016;27;1;3;5;1;1;2105402;2022-11-17;-4;
2;7;7;34;2;2;8;2;2;2;2012;34;;4;3;1;1;2105403;2022-11-17;0;
2;7;7;37;2;2;9;2;1;6;2005;37;1;4;4;1;1;2105502;2022-10-21;0;
3;7;7;34;2;2;15;2;6;3;2016;31;1;3;4;1;1;2105504;2022-10-21;3;
1;4;7;63;2;2;9;2;1;6;1993;65;2;3;4;1;1;2105505;2022-10-21;-2;
3;6;6;48;2;2;13;2;1;2;1996;48;1;4;4;1;1;2105508;2022-10-25;0;
1;7;6;32;2;2;9;2;2;6;2007;42;1;4;4;1;1;2105903;2022-11-15;-10;
3;7;6;37;2;2;14;2;1;3;2014;41;1;4;4;1;1;2105904;2022-11-15;-4;
2;5;7;21;2;2;12;2;8;2;2020;20;1;4;4;1;1;2105906;2022-11-17;1;
2;6;7;36;2;2;9;2;2;1;2018;22;1;4;5;1;1;2105908;2022-11-13;14;
2;7;5;27;2;2;13;2;8;2;2019;29;1;5;4;1;1;2105909;2022-11-20;-2;
2;7;6;27;2;2;14;2;2;3;2015;31;1;4;5;1;1;2106002;2022-10-31;-4;
3;7;4;20;1;1;12;2;8;6;2019;21;1;3;3;1;1;2106007;2022-11-09;-1;
2;6;6;24;2;2;11;2;2;3;2019;25;1;4;4;1;1;2106008;2022-11-10;-1;
1;7;6;48;2;2;13;2;1;6;2014;38;1;3;5;1;1;2106009;2022-11-12;10;
3;6;1;22;1;1;9;2;2;2;2018;36;1;4;4;1;1;2106101;2022-11-13;-14;
1;5;5;50;2;2;9;2;8;6;2017;58;1;5;2;1;1;2106102;2022-11-15;-8;
3;6;6;28;2;2;15;2;8;5;2019;29;1;5;4;1;1;2106103;2022-11-15;-1;
3;6;7;43;2;2;9;2;1;2;2012;43;1;4;4;1;1;2106201;2022-11-10;0;
3;7;5;31;1;1;9;2;1;4;2017;30;1;4;3;1;1;2106203;2022-11-10;1;
1;6;4;31;2;2;10;2;2;1;2017;29;1;3;3;1;1;2106204;2022-11-10;2;
3;6;5;36;1;1;10;2;8;2;2006;36;2;4;4;1;1;2106207;2022-11-10;0;
1;7;6;37;2;2;12;2;1;2;2006;47;1;4;4;1;1;2106210;2022-11-20;-10;
3;7;5;21;1;1;9;2;2;5;2018;22;1;4;4;1;1;2106701;2022-11-12;-1;
1;7;4;60;2;2;11;2;1;6;1983;60;2;3;4;1;1;2106702;2022-11-12;0;
3;4;6;65;1;1;7;2;1;4;1977;64;;3;4;1;1;2106703;2022-11-12;1;
3;6;5;37;1;1;9;2;2;3;2016;26;;3;3;1;1;2106704;2022-11-17;11;
1;7;6;40;2;2;9;2;1;6;2005;40;1;3;3;1;1;2106705;2022-11-17;0;
3;1;2;53;2;2;9;2;1;2;1988;57;1;3;4;1;1;2106802;2022-09-12;-4;
1;7;5;52;2;2;9;2;1;6;2016;53;1;3;2;1;1;2106803;2022-09-06;-1;
2;7;7;30;2;2;14;2;8;6;2022;36;1;3;4;1;1;2107102;2022-10-21;-6;
1;3;3;40;2;2;10;2;2;6;2007;40;1;3;4;1;1;2107104;2022-11-16;0;
1;6;6;47;2;2;13;2;2;6;2002;50;1;4;4;1;1;2107105;2022-11-16;-3;
3;5;6;34;1;1;14;2;8;3;2020;40;1;4;4;1;1;2107207;2022-09-19;-6;
3;4;5;54;1;1;13;2;1;3;2000;53;1;4;4;1;1;2107304;2022-08-26;1;
3;6;6;33;1;1;11;2;6;2;2021;28;1;5;4;1;1;2107401;2022-09-24;5;
3;7;7;37;2;2;10;2;8;3;2017;37;1;4;4;1;1;2107402;2022-09-25;0;
1;7;6;20;1;1;11;2;8;3;2021;21;1;4;3;1;1;2107404;2022-10-16;-1;
3;7;7;38;1;1;9;2;1;3;2007;46;1;3;4;1;1;2107406;2022-10-19;-8;
3;7;4;46;2;2;12;2;1;3;2007;38;1;4;5;1;1;2107408;2022-10-19;8;
1;3;5;48;2;2;9;2;2;6;2002;59;1;4;4;1;1;2107505;2022-10-20;-11;
1;4;4;47;2;2;9;2;1;6;2008;47;1;3;4;1;1;2107508;2022-10-21;0;
1;6;6;43;2;2;9;2;2;6;2006;49;1;4;4;1;1;2107510;2022-10-28;-6;
2;7;7;30;2;2;11;2;2;2;2013;30;1;4;4;1;1;2107702;2022-09-08;0;
1;7;5;24;2;2;9;2;2;3;2016;24;1;4;4;1;1;2107703;2022-09-09;0;
3;5;7;35;2;2;9;2;5;3;2021;36;1;3;3;1;1;2107704;2022-09-13;-1;
1;7;6;33;2;2;9;2;1;6;2007;34;1;4;4;1;1;2107705;2022-09-13;-1;
1;7;3;37;2;2;9;2;1;6;2003;38;1;4;4;1;1;2107901;2022-10-28;-1;
1;4;1;30;2;2;11;2;8;6;2012;32;1;3;4;1;1;2107902;2022-10-28;-2;
3;5;5;34;2;2;15;2;8;4;2021;36;1;4;4;1;1;2107906;2022-10-30;-2;
1;7;5;32;2;2;9;2;8;1;2013;31;1;4;3;1;1;2108001;2022-09-13;1;
3;7;7;80;1;1;7;2;1;2;1998;83;2;3;4;1;1;2108004;2022-09-29;-3;
1;7;7;46;2;2;9;2;5;3;2001;49;1;3;3;1;1;2108005;2022-09-29;-3;
1;7;7;32;2;2;9;2;1;6;2009;39;1;3;4;1;1;2108006;2022-10-05;-7;
3;7;7;31;1;1;13;2;8;5;2016;31;1;4;3;1;1;2108007;2022-10-06;0;
3;5;4;51;2;2;7;2;8;6;1987;50;2;4;3;1;1;2108009;2022-10-12;1;
3;7;7;24;1;1;7;2;8;5;2021;24;1;3;3;1;1;2108010;2022-10-13;0;
3;4;6;24;2;2;11;2;8;3;2021;25;1;4;5;1;1;2108202;2022-10-21;-1;
1;7;6;36;2;2;11;2;1;1;2009;35;1;3;4;1;1;2108207;2022-10-22;1;
1;7;6;30;2;2;7;2;2;6;2009;31;;4;4;1;1;2108208;2022-10-22;-1;
1;7;7;37;2;2;11;2;2;6;2011;43;1;4;4;1;1;2108210;2022-10-28;-6;
1;7;5;27;2;2;9;2;1;1;2016;37;1;4;4;1;1;2108501;2022-09-22;-10;
1;6;7;37;2;2;9;2;8;2;2019;35;1;5;5;1;1;2108505;2022-09-22;2;
3;7;6;32;1;1;11;2;8;5;2018;30;2;4;3;1;1;2108801;2022-11-14;2;
2;6;3;39;1;1;10;2;8;4;2022;25;1;4;4;1;1;2108807;2022-11-14;14;
2;6;6;25;2;2;9;2;8;1;2022;39;1;3;4;1;1;2108808;2022-11-14;-14;
1;7;6;39;2;2;10;2;1;6;2008;43;1;4;4;1;1;2108809;2022-11-14;-4;
3;7;7;53;1;1;15;2;1;4;2007;46;1;4;4;1;1;2108906;2022-11-02;7;
2;7;7;24;2;2;14;2;2;2;2016;24;1;4;4;1;1;2108910;2022-11-18;0;
3;5;5;35;1;1;13;2;8;3;2018;36;1;4;4;1;1;2109001;2022-08-28;-1;
3;6;6;45;1;1;9;2;1;5;2009;43;1;4;4;1;1;2109005;2022-09-12;2;
3;5;5;36;2;2;12;2;1;3;2016;36;1;4;5;1;1;2109008;2022-09-12;0;
2;7;7;31;1;1;8;2;2;2;2017;39;1;4;4;1;1;2109010;2022-11-18;-8;
1;3;5;40;1;2;9;2;2;2;2003;56;1;2;2;1;1;2109102;2022-11-14;-16;
3;5;5;42;2;2;9;2;8;2;1996;43;1;3;4;1;1;2109108;2022-11-20;-1;
1;;7;27;2;2;6;2;2;6;2012;27;2;4;3;1;1;2109210;2022-11-18;0;
1;6;5;43;2;2;9;2;1;6;2000;54;1;4;5;1;1;2109401;2022-11-10;-11;
1;7;4;42;1;1;7;2;8;3;1995;40;1;3;3;1;1;2109404;2022-11-10;2;
3;7;7;39;1;1;9;2;1;4;2000;37;1;4;4;1;1;2109405;2022-11-10;2;
3;6;5;42;1;1;9;2;2;5;2016;39;1;2;4;1;1;2109408;2022-11-10;3;
3;7;7;30;1;1;10;2;2;3;2012;28;1;5;5;1;1;2109409;2022-11-10;2;
1;7;7;40;2;2;10;2;2;1;2002;42;1;3;3;1;1;2109410;2022-11-10;-2;
2;7;6;30;2;2;9;2;1;6;2011;32;1;4;5;1;1;2109502;2022-11-12;-2;
3;6;6;50;1;1;9;2;1;6;1994;50;1;3;4;1;1;2109503;2022-11-12;0;
3;7;6;67;1;1;9;2;1;5;1974;66;1;4;3;1;1;2109505;2022-11-12;1;
2;5;2;27;2;2;9;2;1;3;2018;25;1;2;3;1;1;2109507;2022-11-14;2;
2;6;5;28;2;2;9;2;1;6;2014;42;2;2;4;1;1;2109510;2022-11-15;-14;
3;5;5;40;1;1;15;2;8;5;2015;39;1;4;5;1;1;2109602;2022-11-14;1;
3;7;6;40;1;1;11;2;2;5;2006;38;1;4;4;1;1;2109701;2022-10-05;2;
1;5;5;41;2;2;9;2;1;2;1996;51;1;3;4;1;1;2109902;2022-11-02;-10;
3;7;5;31;1;1;9;2;1;3;2021;33;1;4;4;1;1;2110001;2022-09-25;-2;
3;1;4;32;2;2;13;2;2;3;2021;31;1;4;4;1;1;2110003;2022-09-25;1;
3;7;6;50;2;2;11;2;1;3;1987;49;1;3;4;1;1;2110004;2022-09-25;1;
3;7;7;49;1;1;10;2;1;3;1987;50;1;5;4;1;1;2110006;2022-09-25;-1;
3;6;6;23;2;2;9;2;2;3;2019;31;1;4;4;1;1;2110102;2022-11-03;-8;
3;6;6;47;2;2;7;2;8;6;2012;66;1;4;4;1;1;2110401;2022-10-27;-19;
3;4;5;49;2;2;9;2;5;2;2022;54;1;3;4;1;1;2110402;2022-10-27;-5;
3;6;4;28;1;1;14;2;2;4;2019;28;1;4;4;1;1;2110503;2022-11-01;0;
3;6;6;34;1;1;15;2;8;1;2020;48;1;5;4;1;1;2110504;2022-11-01;-14;
2;7;6;28;2;2;14;2;2;1;2020;30;1;3;4;1;1;2110505;2022-11-02;-2;
3;7;5;21;1;1;14;2;8;1;2021;23;1;4;4;1;1;2110506;2022-11-03;-2;
1;7;5;24;2;2;14;2;8;6;2020;28;1;5;4;1;1;2110507;2022-11-06;-4;
2;6;5;26;2;2;13;2;2;1;2019;40;1;3;4;1;1;2110508;2022-11-10;-14;
3;7;6;25;2;2;9;2;8;3;2019;23;1;4;4;1;1;2110601;2022-11-10;2;
3;7;7;38;1;1;9;2;1;4;2010;36;2;4;4;1;1;2110605;2022-11-10;2;
3;7;7;28;1;1;9;2;8;5;2016;22;1;4;4;1;1;2110609;2022-11-10;6;
2;7;5;23;2;2;9;2;8;6;2016;29;1;4;3;1;1;2110610;2022-11-10;-6;
3;7;7;62;2;2;9;2;1;3;2014;63;2;3;4;1;1;2110801;2022-10-14;-1;
3;7;7;30;2;2;11;2;8;1;2008;29;1;3;3;1;1;2110802;2022-10-17;1;
2;7;7;75;2;2;7;2;6;6;1973;74;2;3;2;1;1;2110803;2022-10-17;1;
3;7;7;63;1;1;1;2;1;3;1991;61;2;3;4;1;1;2110804;2022-10-17;2;
3;6;5;24;2;2;9;2;8;2;2016;27;1;2;4;1;1;2110808;2022-10-19;-3;
3;7;6;22;1;1;12;2;8;1;2022;34;2;4;3;1;1;2110809;2022-10-19;-12;
1;7;7;33;2;2;9;2;1;6;2013;30;1;4;5;1;1;2110907;2022-10-30;3;
3;4;5;41;2;2;16;2;1;2;2013;46;2;3;4;1;1;2110909;2022-10-30;-5;
1;7;7;70;2;2;7;2;1;6;1982;69;2;3;3;1;1;2111101;2022-11-05;1;
3;7;7;28;2;2;7;2;2;2;2017;30;1;4;4;1;1;2111202;2022-11-05;-2;
3;5;7;39;2;2;8;2;3;3;2011;37;1;5;4;1;1;2111301;2022-11-05;2;
3;7;7;33;1;1;7;2;3;3;2013;33;1;4;4;1;1;2111303;2022-11-05;0;
3;5;4;60;2;2;9;2;3;3;1980;63;;3;4;1;1;2111305;2022-11-05;-3;
3;7;7;30;1;1;8;2;8;3;2016;30;1;3;3;1;1;2111306;2022-11-05;0;
3;7;5;44;1;1;9;2;8;3;2018;34;1;4;4;1;1;2111505;2022-11-05;10;
3;7;7;57;2;2;1;2;1;3;2014;68;1;4;4;1;1;2111801;2022-11-05;-11;
2;7;6;56;2;2;10;2;5;2;2002;50;1;4;4;1;1;2111901;2022-11-05;6;
3;3;7;48;2;2;7;2;8;4;2019;47;1;4;4;1;1;2111902;2022-11-05;1;
3;6;5;33;1;1;9;2;1;3;2010;35;1;3;4;1;1;2111905;2022-11-05;-2;
3;6;6;35;1;1;9;2;3;4;2018;30;1;4;3;1;1;2112001;2022-11-05;5;
2;6;6;34;1;6;11;2;8;5;2018;20;2;4;5;1;1;2112004;2022-11-05;14;
3;7;7;55;1;1;9;2;6;2;2015;55;1;4;4;1;1;2112302;2022-09-26;0;
3;5;4;82;1;1;7;2;1;5;1982;73;1;3;3;1;1;2112305;2022-09-27;9;
3;7;7;54;1;1;13;2;1;1;1991;54;1;3;5;1;1;2112408;2022-08-18;0;
1;3;6;74;2;2;7;2;1;2;1972;83;;3;3;1;1;2112409;2022-08-18;-9;
3;5;7;42;1;1;14;2;1;4;2005;40;1;4;4;1;1;2112410;2022-08-18;2;
3;7;7;29;2;2;13;2;3;2;2015;32;1;3;5;1;1;2112703;2022-09-28;-3;
3;6;6;51;1;1;9;2;1;1;1999;44;2;3;4;1;1;2112705;2022-09-28;7;
3;7;6;23;2;2;9;2;2;2;2018;27;1;4;3;1;1;2112707;2022-09-29;-4;
3;7;6;24;1;1;13;2;2;4;2020;23;1;4;3;1;1;2112708;2022-09-29;1;
3;6;7;26;2;2;9;2;2;2;2018;27;;4;4;1;1;2112709;2022-09-29;-1;
3;1;1;72;1;1;7;2;7;3;1998;71;2;2;2;1;1;2112807;2022-10-19;1;
3;7;5;30;1;1;13;2;3;5;2018;24;1;4;3;1;1;2112810;2022-10-28;6;
2;4;6;32;2;2;8;2;5;4;2019;36;2;4;4;1;1;2112903;2022-10-18;-4;
3;6;7;54;2;2;9;2;1;4;1999;56;1;4;4;1;1;2113106;2022-08-11;-2;
1;4;6;32;2;2;9;2;2;1;2010;33;1;3;3;1;1;2113109;2022-08-11;-1;
3;7;7;33;1;1;11;2;8;5;2017;39;1;4;4;1;1;2113110;2022-08-24;-6;
1;6;5;45;2;2;12;2;8;3;2008;55;1;3;3;1;1;2113205;2022-09-02;-10;
3;5;5;52;2;2;9;2;2;3;2003;49;1;3;4;1;1;2113206;2022-09-02;3;
3;7;7;45;2;2;12;2;8;3;2018;59;1;3;4;1;1;2113207;2022-09-02;-14;
1;6;6;29;2;2;11;2;8;1;2016;29;1;4;4;1;1;2113208;2022-09-02;0;
1;5;;33;2;2;9;2;2;6;2007;45;2;3;3;1;1;2113209;2022-09-08;-12;
3;4;6;40;2;2;9;2;2;3;2008;36;1;3;4;1;1;2113210;2022-09-08;4;
3;7;3;21;2;5;14;2;8;6;2022;21;1;3;5;1;1;2113401;2022-08-11;0;
3;7;6;31;1;1;14;2;2;3;2016;34;1;4;4;1;1;2113404;2022-08-11;-3;
3;3;4;80;1;1;7;2;1;5;1968;78;2;3;3;1;1;2113407;2022-08-11;2;
3;5;6;48;1;1;13;2;6;3;2020;42;1;4;4;1;1;2113610;2022-10-07;6;
2;2;3;38;2;2;9;2;8;2;2017;45;2;4;4;1;1;2113701;2022-11-08;-7;
3;6;5;39;1;1;12;2;2;1;2015;42;1;4;4;1;1;2113703;2022-11-08;-3;
3;5;5;38;2;2;14;2;6;2;2001;40;1;4;4;1;1;2113704;2022-11-08;-2;
3;6;6;29;1;6;15;2;2;3;2014;25;1;4;4;1;1;2113705;2022-11-08;4;
1;7;6;39;2;2;9;2;8;5;2008;33;1;5;5;1;1;2113902;2022-08-23;6;
3;7;7;30;2;2;9;2;8;2;2015;37;1;5;4;1;1;2113907;2022-08-19;-7;
3;7;5;26;1;1;9;2;8;5;2013;26;1;4;4;1;1;2113908;2022-08-22;0;
1;;2;65;2;2;7;2;1;2;1978;70;2;2;3;1;1;2114101;2022-09-20;-5;
3;7;7;25;1;1;9;2;8;3;2022;22;1;5;4;1;1;2114102;2022-09-21;3;
1;7;5;61;2;2;13;2;1;5;1989;69;1;3;3;1;1;2114103;2022-09-21;-8;
3;5;5;45;1;1;13;2;1;4;2002;46;1;4;5;1;1;2114104;2022-09-21;-1;
1;7;6;36;2;2;9;2;1;6;2015;31;1;4;4;1;1;2114106;2022-09-23;5;
3;7;7;54;2;2;11;2;6;4;2014;54;1;4;4;1;1;2114108;2022-09-23;0;
2;6;5;35;2;2;15;2;2;2;2020;34;1;3;3;1;1;2114301;2022-09-30;1;
2;6;7;26;2;2;13;2;8;2;2022;32;1;4;3;1;1;2114303;2022-10-13;-6;
1;6;6;64;2;2;11;2;1;2;1982;76;1;4;4;1;1;2114304;2022-10-13;-12;
2;6;4;28;2;2;9;2;8;1;2022;30;1;4;3;1;1;2114402;2022-08-24;-2;
1;7;6;43;2;2;13;2;1;1;1998;46;1;1;4;1;1;2114403;2022-08-24;-3;
3;7;7;30;2;2;12;2;2;2;2018;28;1;4;4;1;1;2114408;2022-08-25;2;
2;7;6;28;2;2;9;2;2;6;2017;27;1;4;4;1;1;2114410;2022-08-25;1;
3;6;5;36;1;1;11;2;8;4;2001;34;1;4;4;1;1;2114504;2022-11-10;2;
3;5;5;33;2;2;9;2;8;3;2018;34;1;4;4;1;1;2114702;2022-11-07;-1;
3;5;5;33;1;1;9;2;8;2;2015;30;2;4;4;1;1;2114704;2022-11-07;3;
2;6;6;45;2;2;12;2;1;4;2014;57;1;4;4;1;1;2114707;2022-11-07;-12;
1;6;5;32;1;1;11;2;1;6;2018;24;1;4;4;1;1;2114906;2022-11-14;8;
3;4;6;56;1;1;7;2;1;3;2000;54;1;4;3;1;1;2114908;2022-11-15;2;
3;6;6;62;1;1;11;2;1;5;1986;66;1;4;5;1;1;2115001;2022-10-06;-4;
3;7;7;57;2;2;13;2;1;4;1990;63;1;3;4;1;1;2115002;2022-10-07;-6;
1;5;5;57;2;2;13;2;1;6;1990;58;1;4;4;1;1;2115004;2022-10-07;-1;
3;6;6;40;1;1;15;2;5;5;2022;28;1;4;4;1;1;2115005;2022-10-07;12;
2;6;5;47;2;2;9;2;1;1;1990;49;1;3;4;1;1;2115006;2022-10-10;-2;
3;7;7;32;2;1;13;2;2;3;2015;28;1;4;4;1;1;2115206;2022-10-17;4;
3;7;7;32;2;2;7;2;1;2;2017;39;1;4;4;1;1;2115208;2022-10-15;-7;
2;4;6;47;1;1;10;2;8;4;2012;32;1;4;4;1;1;2115210;2022-10-17;15;
3;7;7;26;1;1;9;2;8;4;2020;29;1;4;4;1;1;2115301;2022-09-27;-3;
3;7;7;57;2;2;12;2;8;3;2000;45;1;4;4;1;1;2115303;2022-09-27;12;
3;7;6;30;1;1;15;2;8;5;2015;30;1;4;4;1;1;2115305;2022-09-27;0;
3;6;5;23;2;2;9;2;8;3;2020;22;1;3;3;1;1;2115408;2022-11-15;1;
3;5;6;31;1;1;15;2;8;3;2022;32;2;4;4;1;1;2115501;2022-09-13;-1;
3;7;7;37;1;1;13;2;1;4;2015;42;1;4;4;1;1;2115502;2022-09-15;-5;
